4,216201,"2017-07-16 05:38:02"
5,216000,"2017-07-16 05:39:03"
6,216019,"2017-07-16 05:40:02"
7,216322,"2017-07-16 05:41:05"
8,216555,"2017-07-16 05:42:02"
9,216726,"2017-07-16 05:43:02"
10,216799,"2017-07-16 05:44:02"
11,216500,"2017-07-16 05:45:03"
12,216190,"2017-07-16 05:46:02"
13,216230,"2017-07-16 05:47:02"
14,215981,"2017-07-16 05:48:02"
15,216148,"2017-07-16 05:49:02"
16,216799,"2017-07-16 05:50:02"
17,216709,"2017-07-16 05:51:02"
18,216480,"2017-07-16 05:52:04"
19,216190,"2017-07-16 05:53:03"
20,216351,"2017-07-16 05:54:02"
21,216778,"2017-07-16 05:55:04"
22,216725,"2017-07-16 05:56:02"
23,216542,"2017-07-16 05:57:01"
24,216700,"2017-07-16 05:58:02"
25,216349,"2017-07-16 05:59:03"
26,216081,"2017-07-16 06:00:07"
27,215799,"2017-07-16 06:01:04"
28,215268,"2017-07-16 06:02:02"
29,215000,"2017-07-16 06:03:02"
30,215441,"2017-07-16 06:04:03"
31,215325,"2017-07-16 06:05:04"
32,215285,"2017-07-16 06:06:02"
33,215600,"2017-07-16 06:07:03"
34,215300,"2017-07-16 06:08:01"
35,215030,"2017-07-16 06:09:02"
36,215079,"2017-07-16 06:10:04"
37,215305,"2017-07-16 06:11:02"
38,215490,"2017-07-16 06:12:02"
39,215220,"2017-07-16 06:13:03"
40,215281,"2017-07-16 06:14:02"
41,214528,"2017-07-16 06:15:03"
42,214750,"2017-07-16 06:16:02"
43,213926,"2017-07-16 06:17:02"
44,213799,"2017-07-16 06:18:02"
45,213773,"2017-07-16 06:19:02"
46,213607,"2017-07-16 06:20:03"
47,214206,"2017-07-16 06:21:02"
48,214882,"2017-07-16 06:22:02"
49,214900,"2017-07-16 06:23:02"
50,214500,"2017-07-16 06:24:02"
51,214478,"2017-07-16 06:25:03"
52,214292,"2017-07-16 06:26:02"
53,214387,"2017-07-16 06:27:03"
54,214402,"2017-07-16 06:28:02"
55,214553,"2017-07-16 06:29:03"
56,214472,"2017-07-16 06:30:03"
57,214240,"2017-07-16 06:31:02"
58,213989,"2017-07-16 06:32:02"
59,213841,"2017-07-16 06:33:03"
60,214303,"2017-07-16 06:34:02"
61,214313,"2017-07-16 06:35:03"
62,214858,"2017-07-16 06:36:02"
63,215656,"2017-07-16 06:37:03"
64,215493,"2017-07-16 06:38:02"
65,215438,"2017-07-16 06:39:03"
66,214590,"2017-07-16 06:40:03"
67,214676,"2017-07-16 06:41:03"
68,214889,"2017-07-16 06:42:04"
69,215298,"2017-07-16 06:43:03"
70,215024,"2017-07-16 06:44:03"
71,215017,"2017-07-16 06:45:05"
72,215053,"2017-07-16 06:46:02"
73,215760,"2017-07-16 06:47:02"
74,216204,"2017-07-16 06:48:03"
75,216899,"2017-07-16 06:49:03"
76,216500,"2017-07-16 06:50:03"
77,216326,"2017-07-16 06:51:02"
78,216643,"2017-07-16 06:52:01"
79,217113,"2017-07-16 06:53:03"
80,216914,"2017-07-16 06:54:02"
81,216960,"2017-07-16 06:55:03"
82,217397,"2017-07-16 06:56:01"
83,217231,"2017-07-16 06:57:03"
84,217001,"2017-07-16 06:58:02"
85,216723,"2017-07-16 06:59:02"
86,216745,"2017-07-16 07:00:03"
87,216240,"2017-07-16 07:01:02"
88,216354,"2017-07-16 07:02:03"
89,215885,"2017-07-16 07:03:03"
90,215558,"2017-07-16 07:04:03"
91,215930,"2017-07-16 07:05:04"
92,216078,"2017-07-16 07:06:02"
93,216589,"2017-07-16 07:07:02"
94,216425,"2017-07-16 07:08:03"
95,215952,"2017-07-16 07:09:03"
96,216260,"2017-07-16 07:10:04"
97,216600,"2017-07-16 07:11:02"
98,216579,"2017-07-16 07:12:03"
99,216494,"2017-07-16 07:13:03"
100,216246,"2017-07-16 07:14:02"
101,216354,"2017-07-16 07:15:04"
102,216315,"2017-07-16 07:16:02"
103,216365,"2017-07-16 07:17:03"
104,216184,"2017-07-16 07:18:04"
105,215901,"2017-07-16 07:19:02"
106,215564,"2017-07-16 07:20:04"
107,215400,"2017-07-16 07:21:03"
108,215472,"2017-07-16 07:22:02"
109,215698,"2017-07-16 07:23:03"
110,215262,"2017-07-16 07:24:04"
111,215202,"2017-07-16 07:25:02"
112,214690,"2017-07-16 07:26:03"
113,214352,"2017-07-16 07:27:02"
114,214459,"2017-07-16 07:28:01"
115,214669,"2017-07-16 07:29:03"
116,214230,"2017-07-16 07:30:03"
117,214010,"2017-07-16 07:31:03"
118,213892,"2017-07-16 07:32:02"
119,214469,"2017-07-16 07:33:02"
120,214040,"2017-07-16 07:34:03"
121,213777,"2017-07-16 07:35:05"
122,213651,"2017-07-16 07:36:02"
123,213859,"2017-07-16 07:37:02"
124,213391,"2017-07-16 07:38:02"
125,212843,"2017-07-16 07:39:03"
126,212237,"2017-07-16 07:40:04"
127,213106,"2017-07-16 07:41:02"
128,212877,"2017-07-16 07:42:03"
129,212948,"2017-07-16 07:43:02"
130,212167,"2017-07-16 07:44:01"
131,213100,"2017-07-16 07:45:03"
132,213659,"2017-07-16 07:46:02"
133,214230,"2017-07-16 07:47:02"
134,214598,"2017-07-16 07:48:02"
135,214312,"2017-07-16 07:49:03"
136,214402,"2017-07-16 07:50:05"
137,214997,"2017-07-16 07:51:02"
138,214764,"2017-07-16 07:52:02"
139,214858,"2017-07-16 07:53:03"
140,214304,"2017-07-16 07:54:03"
141,213920,"2017-07-16 07:55:03"
142,213604,"2017-07-16 07:56:02"
143,214240,"2017-07-16 07:57:02"
144,214412,"2017-07-16 07:58:03"
145,214476,"2017-07-16 07:59:03"
146,214463,"2017-07-16 08:00:02"
